EmployeeNumber,Age,Gender,Department,JobRole,JobLevel,MonthlyIncome,PerformanceRating,YearsAtCompany,JobSatisfaction,WorkLifeBalance,OverTime,Attrition,salary_percentile,role_avg_salary,diff_from_role_avg,pay_status,talent_value_flag,salary_quartile,salary_quartile_label,attrition_flag
1981,24,Male,"Research & Development","Healthcare Representative",2,4617,3,4,3,2,No,No,11.5,7529,-2912,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
721,39,Female,"Research & Development","Healthcare Representative",2,4553,3,20,3,3,No,No,10.8,7529,-2976,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
551,42,Female,"Research & Development","Healthcare Representative",2,4523,3,6,4,4,No,No,10,7529,-3006,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
526,43,Female,"Research & Development","Healthcare Representative",2,4522,3,5,3,3,Yes,No,9.2,7529,-3007,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1829,40,Female,"Research & Development","Healthcare Representative",2,4448,3,7,1,3,No,No,8.5,7529,-3081,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
793,29,Female,"Research & Development","Healthcare Representative",2,4335,3,8,3,2,No,No,7.7,7529,-3194,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
807,40,Female,"Research & Development","Healthcare Representative",2,4244,4,8,2,3,No,No,6.9,7529,-3285,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1022,48,Male,"Research & Development","Healthcare Representative",2,4240,3,2,3,3,No,No,6.2,7529,-3289,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
117,30,Male,"Research & Development","Healthcare Representative",2,4152,3,11,4,3,No,No,5.4,7529,-3377,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1630,35,Female,"Research & Development","Healthcare Representative",2,4148,3,14,3,3,No,No,4.6,7529,-3381,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1062,37,Female,"Research & Development","Healthcare Representative",2,4107,3,4,2,2,No,No,3.8,7529,-3422,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
659,42,Female,"Research & Development","Healthcare Representative",2,4089,3,10,4,3,No,No,3.1,7529,-3440,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1552,40,Male,"Research & Development","Healthcare Representative",2,4069,3,2,4,3,Yes,No,2.3,7529,-3460,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1501,55,Male,"Research & Development","Healthcare Representative",2,4035,3,3,3,3,Yes,No,1.5,7529,-3494,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
942,35,Female,"Research & Development","Healthcare Representative",2,4014,4,10,4,1,Yes,No,0.8,7529,-3515,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
369,25,Male,"Research & Development","Healthcare Representative",2,4000,3,6,1,3,No,No,0,7529,-3529,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
944,49,Female,"Research & Development","Laboratory Technician",3,7403,3,26,2,2,No,No,100,3237,4166,Overpaid,Normal,4,"Top 25%",0
1132,39,Male,"Research & Development","Laboratory Technician",2,6782,3,5,2,2,No,No,99.6,3237,3545,Overpaid,Normal,4,"Top 25%",0
1315,28,Female,"Research & Development","Laboratory Technician",2,6674,3,9,4,3,No,No,99.2,3237,3437,Overpaid,Normal,4,"Top 25%",0
1737,39,Male,"Research & Development","Laboratory Technician",2,6472,3,9,4,3,Yes,No,98.8,3237,3235,Overpaid,Normal,4,"Top 25%",0
1985,40,Female,"Research & Development","Laboratory Technician",2,6323,3,10,3,4,No,No,98.4,3237,3086,Overpaid,Normal,4,"Top 25%",0
147,34,Male,"Research & Development","Laboratory Technician",2,6074,4,9,3,3,Yes,Yes,98.1,3237,2837,Overpaid,Normal,4,"Top 25%",1
76,31,Male,"Research & Development","Laboratory Technician",2,5915,4,7,4,2,No,No,97.7,3237,2678,Overpaid,Normal,4,"Top 25%",0
304,36,Male,"Research & Development","Laboratory Technician",2,5914,3,13,2,4,No,No,97.3,3237,2677,Overpaid,Normal,4,"Top 25%",0
1435,36,Male,"Research & Development","Laboratory Technician",2,5810,3,10,4,2,No,No,96.9,3237,2573,Overpaid,Normal,4,"Top 25%",0
1611,45,Female,"Research & Development","Laboratory Technician",2,5769,3,10,1,3,Yes,No,96.5,3237,2532,Overpaid,Normal,4,"Top 25%",0
663,43,Male,"Research & Development","Laboratory Technician",2,5679,3,8,3,3,Yes,No,96.1,3237,2442,Overpaid,Normal,4,"Top 25%",0
419,36,Female,"Research & Development","Laboratory Technician",2,5674,3,9,2,3,No,No,95.7,3237,2437,Overpaid,Normal,4,"Top 25%",0
1594,36,Male,"Research & Development","Laboratory Technician",2,5562,3,3,1,3,Yes,No,95.3,3237,2325,Overpaid,Normal,4,"Top 25%",0
1377,34,Male,"Research & Development","Laboratory Technician",2,5429,3,8,3,3,No,No,95,3237,2192,Overpaid,Normal,4,"Top 25%",0
389,55,Male,"Research & Development","Laboratory Technician",2,5415,3,10,4,3,Yes,No,94.6,3237,2178,Overpaid,Normal,4,"Top 25%",0
64,48,Male,"Research & Development","Laboratory Technician",3,5381,3,1,3,3,Yes,Yes,94.2,3237,2144,Overpaid,Normal,4,"Top 25%",1
1369,35,Female,"Research & Development","Laboratory Technician",2,5363,3,9,4,3,No,No,93.8,3237,2126,Overpaid,Normal,4,"Top 25%",0
1807,34,Male,"Research & Development","Laboratory Technician",2,5346,3,7,1,2,No,Yes,93.4,3237,2109,Overpaid,Normal,4,"Top 25%",1
772,32,Male,"Research & Development","Laboratory Technician",2,5309,3,10,4,3,No,No,93,3237,2072,Overpaid,Normal,4,"Top 25%",0
448,43,Female,"Research & Development","Laboratory Technician",2,5257,3,9,3,4,No,No,92.6,3237,2020,Overpaid,Normal,4,"Top 25%",0
894,42,Female,"Research & Development","Laboratory Technician",2,5231,3,5,4,2,Yes,No,92.2,3237,1994,Overpaid,Normal,4,"Top 25%",0
425,45,Male,"Research & Development","Laboratory Technician",3,5210,3,24,1,3,No,No,91.9,3237,1973,Overpaid,Normal,4,"Top 25%",0
1549,33,Male,"Research & Development","Laboratory Technician",2,5207,3,15,3,3,Yes,No,91.5,3237,1970,Overpaid,Normal,4,"Top 25%",0
104,30,Male,"Research & Development","Laboratory Technician",2,5126,3,10,4,2,Yes,No,91.1,3237,1889,Overpaid,Normal,4,"Top 25%",0
832,40,Male,"Research & Development","Laboratory Technician",2,5094,3,1,3,3,No,No,90.7,3237,1857,Overpaid,Normal,4,"Top 25%",0
1309,32,Male,"Research & Development","Laboratory Technician",2,4883,3,10,3,3,No,Yes,90.3,3237,1646,Overpaid,Normal,4,"Top 25%",1
1599,43,Male,"Research & Development","Laboratory Technician",1,4876,3,6,2,3,No,No,89.9,3237,1639,Overpaid,Normal,4,"Top 25%",0
1542,42,Male,"Research & Development","Laboratory Technician",1,4841,3,1,2,3,No,No,89.5,3237,1604,Overpaid,Normal,4,"Top 25%",0
1052,36,Male,"Research & Development","Laboratory Technician",2,4834,3,1,3,2,No,Yes,89.1,3237,1597,Overpaid,Normal,4,"Top 25%",1
1509,49,Female,"Research & Development","Laboratory Technician",2,4789,4,3,1,3,No,No,88.8,3237,1552,Overpaid,Normal,4,"Top 25%",0
1158,41,Male,"Research & Development","Laboratory Technician",1,4766,3,1,4,3,Yes,No,88.4,3237,1529,Overpaid,Normal,4,"Top 25%",0
1586,29,Male,"Research & Development","Laboratory Technician",1,4723,3,10,1,3,Yes,No,88,3237,1486,Overpaid,Normal,4,"Top 25%",0
957,41,Male,"Research & Development","Laboratory Technician",1,4721,3,18,1,3,Yes,No,87.6,3237,1484,Overpaid,Normal,4,"Top 25%",0
1311,30,Female,"Research & Development","Laboratory Technician",2,4627,3,9,4,3,No,No,87.2,3237,1390,Overpaid,Normal,4,"Top 25%",0
1094,27,Male,"Research & Development","Laboratory Technician",1,4621,3,3,3,3,No,No,86.8,3237,1384,Overpaid,Normal,4,"Top 25%",0
536,28,Male,"Research & Development","Laboratory Technician",2,4558,3,10,1,3,No,No,86.4,3237,1321,Overpaid,Normal,4,"Top 25%",0
972,45,Male,"Research & Development","Laboratory Technician",2,4447,3,9,2,2,No,No,86,3237,1210,Overpaid,Normal,4,"Top 25%",0
1285,34,Female,"Research & Development","Laboratory Technician",2,4444,3,11,2,4,No,No,85.7,3237,1207,Overpaid,Normal,4,"Top 25%",0
269,35,Female,"Research & Development","Laboratory Technician",2,4425,3,6,2,3,No,No,85.3,3237,1188,Overpaid,Normal,4,"Top 25%",0
1177,26,Male,"Research & Development","Laboratory Technician",1,4420,4,8,4,3,No,No,84.9,3237,1183,Overpaid,Normal,4,"Top 25%",0
2068,34,Male,"Research & Development","Laboratory Technician",2,4404,3,4,3,4,No,No,84.5,3237,1167,Overpaid,Normal,4,"Top 25%",0
792,26,Female,"Research & Development","Laboratory Technician",1,4364,3,2,4,3,No,No,84.1,3237,1127,Overpaid,Normal,4,"Top 25%",0
1420,49,Male,"Research & Development","Laboratory Technician",2,4284,4,4,1,3,No,Yes,83.7,3237,1047,Overpaid,Normal,4,"Top 25%",1
1148,42,Male,"Research & Development","Laboratory Technician",2,4272,3,1,4,3,No,No,83.3,3237,1035,Overpaid,Normal,4,"Top 25%",0
577,35,Male,"Research & Development","Laboratory Technician",1,4230,3,5,3,3,No,No,82.9,3237,993,Overpaid,Normal,4,"Top 25%",0
190,32,Female,"Research & Development","Laboratory Technician",1,4200,4,5,1,4,No,Yes,82.6,3237,963,Overpaid,Normal,4,"Top 25%",1
1881,31,Male,"Research & Development","Laboratory Technician",2,4197,3,10,3,3,No,No,82.2,3237,960,Overpaid,Normal,4,"Top 25%",0
15,29,Female,"Research & Development","Laboratory Technician",2,4193,3,9,3,3,Yes,No,81.8,3237,956,Overpaid,Normal,4,"Top 25%",0
1619,27,Male,"Research & Development","Laboratory Technician",1,4066,3,7,1,3,No,No,81.4,3237,829,Overpaid,Normal,4,"Top 25%",0
538,25,Male,"Research & Development","Laboratory Technician",1,4031,3,2,1,3,No,Yes,81,3237,794,Overpaid,Normal,4,"Top 25%",1
2053,29,Male,"Research & Development","Laboratory Technician",2,4025,3,4,2,3,Yes,No,80.2,3237,788,Overpaid,Normal,4,"Top 25%",0
1046,32,Female,"Research & Development","Laboratory Technician",1,4025,3,8,3,3,No,No,80.2,3237,788,Overpaid,Normal,4,"Top 25%",0
75,35,Female,"Research & Development","Laboratory Technician",1,4014,3,2,1,3,Yes,No,79.8,3237,777,Overpaid,Normal,4,"Top 25%",0
57,30,Female,"Research & Development","Laboratory Technician",2,4011,4,12,4,3,No,No,79.5,3237,774,Overpaid,Normal,4,"Top 25%",0
1684,23,Male,"Research & Development","Laboratory Technician",1,3989,3,5,3,3,Yes,Yes,79.1,3237,752,Overpaid,Normal,4,"Top 25%",1
1696,34,Male,"Research & Development","Laboratory Technician",2,3986,3,15,4,4,No,No,78.7,3237,749,Overpaid,Normal,4,"Top 25%",0
455,29,Male,"Research & Development","Laboratory Technician",1,3983,3,3,4,3,No,No,78.3,3237,746,Overpaid,Normal,4,"Top 25%",0
1916,31,Female,"Research & Development","Laboratory Technician",1,3978,3,2,3,2,No,No,77.9,3237,741,Overpaid,Normal,4,"Top 25%",0
1992,25,Male,"Research & Development","Laboratory Technician",1,3977,3,2,3,2,Yes,No,77.5,3237,740,Overpaid,Normal,4,"Top 25%",0
1449,40,Male,"Research & Development","Laboratory Technician",2,3975,3,8,3,4,No,No,77.1,3237,738,Overpaid,Normal,4,"Top 25%",0
1860,42,Male,"Research & Development","Laboratory Technician",1,3968,3,0,3,3,No,No,76.7,3237,731,Overpaid,Normal,4,"Top 25%",0
1083,26,Male,"Research & Development","Laboratory Technician",1,3955,3,5,1,3,No,No,76.4,3237,718,Overpaid,Normal,4,"Top 25%",0
1028,35,Male,"Research & Development","Laboratory Technician",1,3917,4,3,4,2,No,No,76,3237,680,Overpaid,Normal,4,"Top 25%",0
1725,24,Male,"Research & Development","Laboratory Technician",1,3907,3,6,1,4,No,No,75.6,3237,670,Overpaid,Normal,4,"Top 25%",0
593,22,Male,"Research & Development","Laboratory Technician",1,3894,3,2,3,3,No,Yes,75.2,3237,657,Overpaid,Normal,3,"Upper Mid 25%",1
1296,28,Male,"Research & Development","Laboratory Technician",1,3867,3,2,4,3,Yes,No,74.8,3237,630,Fair,Normal,3,"Upper Mid 25%",0
1502,33,Female,"Research & Development","Laboratory Technician",1,3838,3,5,2,3,No,No,74.4,3237,601,Fair,Normal,3,"Upper Mid 25%",0
806,30,Male,"Research & Development","Laboratory Technician",1,3833,4,2,3,3,No,No,74,3237,596,Fair,Normal,3,"Upper Mid 25%",0
497,27,Male,"Research & Development","Laboratory Technician",1,3816,3,5,2,3,No,No,73.6,3237,579,Fair,Normal,3,"Upper Mid 25%",0
1852,29,Male,"Research & Development","Laboratory Technician",1,3812,3,11,4,4,No,No,73.3,3237,575,Fair,Normal,3,"Upper Mid 25%",0
578,54,Female,"Research & Development","Laboratory Technician",2,3780,3,1,3,3,No,No,72.9,3237,543,Fair,Normal,3,"Upper Mid 25%",0
602,39,Female,"Research & Development","Laboratory Technician",1,3755,3,8,3,3,No,No,72.5,3237,518,Fair,Normal,3,"Upper Mid 25%",0
1989,30,Male,"Research & Development","Laboratory Technician",1,3748,3,12,2,2,No,No,72.1,3237,511,Fair,Normal,3,"Upper Mid 25%",0
1010,35,Male,"Research & Development","Laboratory Technician",1,3743,4,4,2,1,Yes,Yes,71.7,3237,506,Fair,Normal,3,"Upper Mid 25%",1
331,32,Male,"Research & Development","Laboratory Technician",1,3730,3,3,3,1,Yes,Yes,71.3,3237,493,Fair,Normal,3,"Upper Mid 25%",1
1464,31,Male,"Research & Development","Laboratory Technician",1,3722,3,2,4,1,Yes,Yes,70.9,3237,485,Fair,Normal,3,"Upper Mid 25%",1
744,44,Male,"Research & Development","Laboratory Technician",1,3708,3,5,3,3,No,No,70.5,3237,471,Fair,Normal,3,"Upper Mid 25%",0
1782,38,Female,"Research & Development","Laboratory Technician",1,3702,3,5,3,3,No,No,70.2,3237,465,Fair,Normal,3,"Upper Mid 25%",0
1106,25,Male,"Research & Development","Laboratory Technician",1,3691,3,7,4,4,Yes,Yes,69.8,3237,454,Fair,Normal,3,"Upper Mid 25%",1
249,50,Male,"Research & Development","Laboratory Technician",1,3690,3,3,3,2,No,No,69.4,3237,453,Fair,Normal,3,"Upper Mid 25%",0
407,36,Male,"Research & Development","Laboratory Technician",1,3688,3,1,4,3,No,No,69,3237,451,Fair,Normal,3,"Upper Mid 25%",0
652,35,Male,"Research & Development","Laboratory Technician",2,3681,3,3,4,3,No,No,68.6,3237,444,Fair,Normal,3,"Upper Mid 25%",0
1480,42,Female,"Research & Development","Laboratory Technician",1,3673,3,12,4,3,No,No,68.2,3237,436,Fair,Normal,3,"Upper Mid 25%",0
1358,25,Male,"Research & Development","Laboratory Technician",1,3669,3,3,4,2,No,No,67.8,3237,432,Fair,Normal,3,"Upper Mid 25%",0
1458,39,Female,"Research & Development","Laboratory Technician",1,3646,4,1,1,4,Yes,Yes,67.4,3237,409,Fair,Normal,3,"Upper Mid 25%",1
1002,45,Male,"Research & Development","Laboratory Technician",2,3633,3,9,1,3,Yes,No,67.1,3237,396,Fair,Normal,3,"Upper Mid 25%",0
1411,37,Female,"Research & Development","Laboratory Technician",1,3629,3,3,3,3,No,No,66.7,3237,392,Fair,Normal,3,"Upper Mid 25%",0
1173,24,Male,"Research & Development","Laboratory Technician",1,3597,4,4,2,3,No,No,66.3,3237,360,Fair,Normal,3,"Upper Mid 25%",0
1417,26,Male,"Research & Development","Laboratory Technician",1,3578,3,7,1,3,No,No,65.9,3237,341,Fair,Normal,3,"Upper Mid 25%",0
1440,37,Male,"Research & Development","Laboratory Technician",1,3500,3,6,3,1,No,No,65.5,3237,263,Fair,Normal,3,"Upper Mid 25%",0
1224,30,Male,"Research & Development","Laboratory Technician",2,3491,3,10,3,2,No,No,65.1,3237,254,Fair,Normal,3,"Upper Mid 25%",0
364,28,Male,"Research & Development","Laboratory Technician",1,3485,3,0,3,1,No,Yes,64.7,3237,248,Fair,Normal,3,"Upper Mid 25%",1
355,31,Male,"Research & Development","Laboratory Technician",1,3479,3,5,2,4,No,Yes,64.3,3237,242,Fair,Normal,3,"Upper Mid 25%",1
1721,31,Male,"Research & Development","Laboratory Technician",1,3477,3,5,3,4,No,No,64,3237,240,Fair,Normal,3,"Upper Mid 25%",0
7,27,Male,"Research & Development","Laboratory Technician",1,3468,3,2,2,3,No,No,63.6,3237,231,Fair,Normal,3,"Upper Mid 25%",0
486,37,Female,"Research & Development","Laboratory Technician",1,3452,4,5,1,3,No,No,63.2,3237,215,Fair,Normal,3,"Upper Mid 25%",0
521,40,Female,"Research & Development","Laboratory Technician",2,3448,4,1,3,3,No,No,62.8,3237,211,Fair,Normal,3,"Upper Mid 25%",0
65,28,Male,"Research & Development","Laboratory Technician",1,3441,3,2,3,2,Yes,Yes,62.4,3237,204,Fair,Normal,3,"Upper Mid 25%",1
584,33,Male,"Research & Development","Laboratory Technician",1,3408,3,4,4,3,No,Yes,62,3237,171,Fair,Normal,3,"Upper Mid 25%",1
1596,35,Male,"Research & Development","Laboratory Technician",2,3407,3,10,3,2,No,No,61.6,3237,170,Fair,Normal,3,"Upper Mid 25%",0
1802,40,Female,"Research & Development","Laboratory Technician",1,3377,3,4,1,2,No,No,61.2,3237,140,Fair,Normal,3,"Upper Mid 25%",0
1299,29,Female,"Research & Development","Laboratory Technician",1,3339,3,7,3,3,Yes,Yes,60.9,3237,102,Fair,Normal,3,"Upper Mid 25%",1
1687,38,Female,"Research & Development","Laboratory Technician",1,3306,3,0,3,2,No,No,60.5,3237,69,Fair,Normal,3,"Upper Mid 25%",0
1735,23,Female,"Research & Development","Laboratory Technician",1,3295,3,3,2,1,No,No,60.1,3237,58,Fair,Normal,3,"Upper Mid 25%",0
1447,34,Female,"Research & Development","Laboratory Technician",1,3294,3,5,2,2,No,No,59.7,3237,57,Fair,Normal,3,"Upper Mid 25%",0
1415,25,Male,"Research & Development","Laboratory Technician",1,3229,3,3,4,2,No,No,59.3,3237,-8,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
716,50,Male,"Research & Development","Laboratory Technician",1,3221,3,20,3,3,Yes,No,58.9,3237,-16,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
316,52,Female,"Research & Development","Laboratory Technician",1,3212,3,2,4,2,No,No,58.5,3237,-25,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
1617,49,Female,"Research & Development","Laboratory Technician",1,3211,3,9,1,2,No,No,58.1,3237,-26,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
373,36,Male,"Research & Development","Laboratory Technician",1,3210,3,15,4,3,No,No,57.8,3237,-27,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
1216,28,Male,"Research & Development","Laboratory Technician",1,3196,3,6,1,3,No,No,57.4,3237,-41,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
1513,29,Female,"Research & Development","Laboratory Technician",1,3180,3,3,2,3,No,No,57,3237,-57,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
1494,24,Male,"Research & Development","Laboratory Technician",1,3172,3,0,1,2,Yes,Yes,56.6,3237,-65,Fair,"Undervalued High Performer",3,"Upper Mid 25%",1
888,24,Male,"Research & Development","Laboratory Technician",1,3162,3,5,4,2,No,No,55.8,3237,-75,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
1471,44,Male,"Research & Development","Laboratory Technician",1,3162,3,5,3,3,No,No,55.8,3237,-75,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
392,44,Male,"Research & Development","Laboratory Technician",1,3161,4,1,3,1,Yes,Yes,55.4,3237,-76,Fair,"Undervalued High Performer",3,"Upper Mid 25%",1
813,52,Female,"Research & Development","Laboratory Technician",2,3149,4,5,3,3,No,No,55,3237,-88,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
1192,29,Female,"Research & Development","Laboratory Technician",1,3131,3,10,4,3,No,No,54.7,3237,-106,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
239,30,Male,"Research & Development","Laboratory Technician",2,3072,3,12,1,3,No,No,54.3,3237,-165,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
1627,39,Male,"Research & Development","Laboratory Technician",2,3069,3,10,3,3,No,No,53.9,3237,-168,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
8,32,Male,"Research & Development","Laboratory Technician",1,3068,3,7,4,2,No,No,53.5,3237,-169,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
97,36,Female,"Research & Development","Laboratory Technician",1,3038,3,1,4,3,No,No,53.1,3237,-199,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
515,37,Female,"Research & Development","Laboratory Technician",1,3034,3,18,1,2,No,No,52.7,3237,-203,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
1198,20,Male,"Research & Development","Laboratory Technician",1,3033,3,2,3,2,No,No,52.3,3237,-204,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
1709,29,Female,"Research & Development","Laboratory Technician",1,2974,3,5,3,3,No,No,51.9,3237,-263,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
960,20,Male,"Research & Development","Laboratory Technician",1,2973,3,1,1,3,No,Yes,51.6,3237,-264,Fair,"Undervalued High Performer",3,"Upper Mid 25%",1
1409,52,Female,"Research & Development","Laboratory Technician",1,2950,3,5,1,1,No,No,51.2,3237,-287,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
22,22,Male,"Research & Development","Laboratory Technician",1,2935,3,1,4,2,Yes,No,50.8,3237,-302,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
137,20,Female,"Research & Development","Laboratory Technician",1,2926,3,1,4,3,Yes,Yes,50.4,3237,-311,Fair,"Undervalued High Performer",3,"Upper Mid 25%",1
